Timestamps,Real Voltage,Imag. Voltage,Real Current,Imag. Current,Real Power,Apparent Power,Frequency
2009-01-26 09:20:35.000,62019.338432,-192409.086238,22.276558,89.691496,-15875881.351878,-9848819.451028,60.00000
2009-01-26 09:20:35.033,62027.624364,-192406.730435,22.471028,90.277115,-15976100.115895,-9923252.006883,60.00000
2009-01-26 09:20:35.067,62015.921810,-192392.851538,22.029347,89.877223,-15925565.039305,-9812107.739022,60.00000
2009-01-26 09:20:35.100,62008.495392,-192397.871847,22.067859,89.782801,-15905625.218536,-9813105.458598,60.00000
2009-01-26 09:20:35.133,62013.908298,-192392.239765,22.424739,90.074785,-15939043.914417,-9900235.249162,60.00000
2009-01-26 09:20:35.167,62037.329130,-192397.507516,22.481359,89.955485,-15912527.661771,-9905955.474756,60.00000
2009-01-26 09:20:35.200,62098.970322,-192386.552662,22.044445,89.945409,-15935349.869283,-9826572.172110,60.00000
2009-01-26 09:20:35.233,62124.210617,-192375.040997,21.781660,89.736098,-15909817.146692,-9765031.972661,60.00000
2009-01-26 09:20:35.267,62146.053455,-192369.772368,22.121194,89.880809,-15915605.889656,-9841186.711179,60.00100
2009-01-26 09:20:35.300,62131.851384,-192359.437540,22.215280,90.355981,-16000549.120189,-9887303.104586,60.00100
2009-01-26 09:20:35.333,62129.146589,-192351.063527,22.015623,91.021347,-16140241.132528,-9889807.046056,60.00000
2009-01-26 09:20:35.367,62165.032638,-192344.513157,21.987927,90.944144,-16125726.941010,-9882802.818617,60.00000
2009-01-26 09:20:35.400,62224.545816,-192338.091150,22.073045,90.767759,-16084612.330357,-9893469.864314,60.00100
2009-01-26 09:20:35.433,62291.681911,-192332.966644,21.913378,90.305567,-16003716.499901,-9839950.732475,60.00100
2009-01-26 09:20:35.467,62342.553615,-192322.264934,21.786697,90.384931,-16024796.266804,-9824894.317308,60.00100
2009-01-26 09:20:35.500,62348.440901,-192306.900551,21.630223,90.973681,-16146255.894328,-9831708.198906,60.00100
2009-01-26 09:20:35.533,62328.893399,-192296.943199,21.546715,91.635156,-16278177.426171,-9854885.251411,60.00100
2009-01-26 09:20:35.567,62339.805447,-192280.265444,21.705888,91.946295,-16326317.165590,-9905528.118634,60.00100
2009-01-26 09:20:35.600,62401.724063,-192275.739569,21.781852,91.258804,-16187628.829884,-9882828.469846,60.00100
2009-01-26 09:20:35.633,62463.707320,-192271.384077,21.551211,90.741014,-16100731.845938,-9811701.307687,60.00100
2009-01-26 09:20:35.667,62497.119363,-192251.588379,21.262186,91.287022,-16221249.713898,-9792864.895469,60.00100
2009-01-26 09:20:35.700,62515.446955,-192246.681026,21.349810,91.904312,-16333605.985743,-9849869.184577,60.00100
2009-01-26 09:20:35.733,62506.288408,-192224.106713,21.290632,92.065896,-16366486.281851,-9847270.275494,60.00100
2009-01-26 09:20:35.767,62497.174703,-192223.915438,21.034721,92.327531,-16432948.829005,-9813586.264986,60.00000
2009-01-26 09:20:35.800,62546.380614,-192213.694174,21.165208,92.048710,-16369215.385641,-9825556.368219,60.00000
2009-01-26 09:20:35.833,62602.374645,-192207.559318,21.358060,91.451680,-16240638.834583,-9830272.951789,60.00100
2009-01-26 09:20:35.867,62636.912307,-192202.407135,20.821193,91.534340,-16288945.276306,-9735311.878505,60.00100
2009-01-26 09:20:35.900,62631.922258,-192192.674300,21.120775,91.758812,-16312536.662800,-9806288.938250,60.00100
2009-01-26 09:20:35.933,62606.378589,-192192.057026,21.277112,92.204321,-16388855.268755,-9861870.617372,60.00100
2009-01-26 09:20:35.967,62595.716317,-192187.116308,21.219989,92.107254,-16373547.170968,-9843727.977728,60.00000
2009-01-26 09:20:36.000,62616.919344,-192191.042061,20.952720,92.206979,-16409360.691241,-9800642.007508,60.00000
2009-01-26 09:20:36.033,62673.654842,-192192.743232,20.963226,92.122466,-16391427.472835,-9802631.487540,60.00000
2009-01-26 09:20:36.067,62687.573641,-192202.193362,20.896504,91.436542,-16264352.768800,-9748288.827158,60.00000
2009-01-26 09:20:36.100,62673.002642,-192201.896411,21.296734,91.298017,-16212921.696169,-9815193.519229,60.00000
2009-01-26 09:20:36.133,62664.135527,-192202.473591,20.928714,91.509313,-16276836.629269,-9756902.640590,60.00000
2009-01-26 09:20:36.167,62633.410501,-192202.706899,21.186327,91.650486,-16288499.550374,-9812451.847035,60.00000
2009-01-26 09:20:36.200,62624.603826,-192209.047264,21.316532,91.672425,-16285330.048695,-9838179.685772,60.00000
2009-01-26 09:20:36.233,62617.778991,-192221.472491,21.510796,91.636568,-16267557.734597,-9872915.339020,60.00000
2009-01-26 09:20:36.267,62640.442954,-192218.820958,21.610172,91.034142,-16144804.804611,-9856300.722707,60.00000
2009-01-26 09:20:36.300,62635.078240,-192224.565779,21.710108,90.749317,-16084433.706833,-9857306.652787,60.00000
2009-01-26 09:20:36.333,62609.128438,-192222.712707,21.729678,90.466452,-16029230.634817,-9840963.369190,60.00000
2009-01-26 09:20:36.367,62588.347434,-192236.841751,21.979855,90.515542,-16024739.108761,-9890556.009696,60.00000
2009-01-26 09:20:36.400,62558.216779,-192227.719943,22.139749,90.360937,-15984853.711780,-9908692.605453,60.00000
2009-01-26 09:20:36.433,62525.844262,-192234.045914,21.953365,91.025325,-16125513.818309,-9911619.513796,59.99900
2009-01-26 09:20:36.467,62525.649163,-192244.625011,21.687591,89.852814,-15917689.898669,-9787428.285663,59.99900
2009-01-26 09:20:36.500,62525.855780,-192256.440422,22.260324,89.756902,-15864496.738566,-9891817.746331,60.00000
