Timestamps,Real Voltage,Imag. Voltage,Real Current,Imag. Current,Real Power,Apparent Power,Frequency
2010-10-30 05:25:53.033,62029.158064,193025.729648,82.432246,250.372954,53441624.994083,381120.884324,59.98537
2010-10-30 05:25:53.067,62622.005802,192856.921847,83.523677,250.059261,53456079.563154,448906.759353,59.98512
2010-10-30 05:25:53.100,63206.591406,192674.752363,84.169869,249.865920,53462944.761427,424235.494580,59.98530
2010-10-30 05:25:53.133,63811.892410,192484.822699,84.609268,249.308618,53387202.548910,377145.225468,59.98523
2010-10-30 05:25:53.167,64422.834990,192294.707188,85.030892,249.063798,53371581.257298,305594.451067,59.98515
2010-10-30 05:25:53.200,65053.632510,192141.770367,86.484224,248.446730,53363107.514142,454869.553400,59.98520
2010-10-30 05:25:53.233,65637.347173,191967.565348,87.398138,247.919958,53329172.578200,504799.379525,59.98521
2010-10-30 05:25:53.267,66272.991340,191692.655230,87.963579,247.533549,53279972.872115,457183.341584,59.98494
2010-10-30 05:25:53.300,66903.263441,191528.039447,89.142233,247.148851,53299841.092548,538172.377709,59.98486
2010-10-30 05:25:53.333,67537.859987,191303.594827,90.341464,246.863911,53327422.794734,609986.476701,59.98462
2010-10-30 05:25:53.367,68168.171660,191079.581778,91.001489,246.337286,53273430.647315,596164.082322,59.98445
2010-10-30 05:25:53.400,68802.634495,190874.900859,91.669447,245.675839,53200450.832306,594251.596942,59.98427
2010-10-30 05:25:53.433,69474.843899,190616.250282,92.085143,245.242730,53144850.585311,514724.319840,59.98420
2010-10-30 05:25:53.467,70150.815579,190380.771901,93.241743,245.280062,53237591.888553,544838.591154,59.98388
2010-10-30 05:25:53.500,70810.699268,190062.901757,93.485151,244.747911,53137247.013518,437288.361442,59.98354
2010-10-30 05:25:53.533,71472.583344,189743.185369,94.362373,244.589401,53153494.662599,423180.888137,59.98313
2010-10-30 05:25:53.567,72099.377221,189455.934064,94.895186,244.492377,53162415.533027,350708.025195,59.98313
2010-10-30 05:25:53.600,72813.929922,189132.954208,95.791899,244.463389,53211067.494033,317064.774993,59.98292
2010-10-30 05:25:53.633,73538.458203,188875.925237,96.826600,243.572842,53125524.809273,376242.452506,59.98258
2010-10-30 05:25:53.667,74216.013494,188652.091669,97.646545,243.636405,53209454.709220,339502.219624,59.98271
2010-10-30 05:25:53.700,74895.703050,188424.822976,98.801482,242.874126,53163320.744786,426423.374136,59.98284
2010-10-30 05:25:53.733,75547.300662,188126.370205,99.941129,243.095078,53282877.181474,436384.957303,59.98277
2010-10-30 05:25:53.767,76267.552574,187864.778120,100.702258,242.636666,53263198.271924,413102.713547,59.98280
2010-10-30 05:25:53.800,76913.691445,187582.795303,101.764930,242.832730,53378358.716385,412188.416795,59.98308
2010-10-30 05:25:53.833,77592.446924,187295.150158,102.486984,242.490549,53369519.724104,379880.076504,59.98291
2010-10-30 05:25:53.867,78258.962511,187011.456260,103.322982,242.162265,53373067.270517,371213.668719,59.98285
2010-10-30 05:25:53.900,78890.276816,186741.347286,104.238391,242.241426,53459885.770185,355124.443293,59.98296
2010-10-30 05:25:53.933,79545.990914,186425.251036,104.858334,241.982655,53452737.324995,299491.122035,59.98304
2010-10-30 05:25:53.967,80208.920226,186162.440515,106.248553,241.958916,53565743.975099,372226.519265,59.98301
2010-10-30 05:25:54.000,80857.985318,185866.504196,106.853658,241.597174,53544793.552012,325455.105838,59.98318
2010-10-30 05:25:54.033,81518.682574,185572.110304,108.262220,241.740524,53685692.808930,384079.614665,59.98317
2010-10-30 05:25:54.067,82173.885233,185306.756423,108.963691,241.777617,53756995.748334,323901.948897,59.98314
2010-10-30 05:25:54.100,82845.104671,185044.572410,109.367988,241.003112,53656920.288399,272024.559141,59.98319
2010-10-30 05:25:54.133,83533.546167,184761.373581,110.813306,240.554602,53701827.038712,379639.662046,59.98304
2010-10-30 05:25:54.167,84213.474396,184522.920317,111.913190,240.226806,53751950.280688,420214.660185,59.98301
2010-10-30 05:25:54.200,84902.843241,184257.393925,112.547840,239.676051,53717716.192018,388593.547094,59.98291
2010-10-30 05:25:54.233,85552.605139,183961.234908,113.818398,238.732025,53654898.588506,514026.312509,59.98288
2010-10-30 05:25:54.267,86237.120802,183623.115012,114.430580,238.530590,53667893.681188,441908.193256,59.98275
2010-10-30 05:25:54.300,86932.169855,183357.723479,115.901743,237.949711,53705507.363616,565994.968659,59.98275
2010-10-30 05:25:54.333,87593.696260,183068.895080,117.070912,236.988692,53639931.954205,673326.948256,59.98273
2010-10-30 05:25:54.367,88273.999865,182649.095239,116.765179,235.924566,53398737.925017,501049.191205,59.98253
2010-10-30 05:25:54.400,88987.582181,182297.157985,118.077053,235.581290,53453191.220175,561301.821873,59.98201
2010-10-30 05:25:54.433,89674.184531,182058.046995,119.429424,235.111718,53513716.378629,659636.209084,59.98227
2010-10-30 05:25:54.467,90306.644829,181653.363246,119.345446,234.594521,53392570.575305,494057.561355,59.98224
2010-10-30 05:25:54.500,90986.642712,181196.793470,119.870876,234.399935,53379165.240159,392955.139190,59.98165
2010-10-30 05:25:54.533,91711.903247,180919.811544,122.015321,233.963570,53518902.381329,617744.576804,59.98183
2010-10-30 05:25:54.567,92402.002312,180577.427737,122.493474,233.720810,53523345.023296,523285.610146,59.98203
2010-10-30 05:25:54.600,93079.275170,180275.178099,123.482668,232.717326,53446834.546074,599699.911927,59.98197
2010-10-30 05:25:54.633,93724.185232,179958.888663,124.619817,232.590598,53536636.376515,627079.502559,59.98209
2010-10-30 05:25:54.667,94401.724465,179597.843219,125.081550,231.806425,53439847.939215,581450.278602,59.98219
2010-10-30 05:25:54.700,95054.841832,179312.903006,126.424475,231.243160,53482140.754997,688757.700344,59.98250
2010-10-30 05:25:54.733,95700.590465,178938.703875,127.314255,230.877699,53497005.703895,686315.669350,59.98267
2010-10-30 05:25:54.767,96352.523501,178608.956997,127.811448,230.616779,53505177.919790,607760.860576,59.98275
2010-10-30 05:25:54.800,96978.151268,178262.069322,128.942528,230.137256,53529351.437531,667276.158179,59.98277
2010-10-30 05:25:54.833,97622.369609,177862.865516,129.574806,229.678183,53500619.455322,624817.870379,59.98277
2010-10-30 05:25:54.867,98269.023254,177528.696921,130.588520,229.409689,53559609.506208,639343.641387,59.98270
2010-10-30 05:25:54.900,98864.227581,177182.119550,131.176653,229.085080,53558458.546676,593837.892682,59.98296
2010-10-30 05:25:54.933,99443.561297,176794.861464,131.606774,228.787377,53535878.932542,515969.806713,59.98320
2010-10-30 05:25:54.967,100043.131368,176358.442058,132.126021,228.693266,53550288.974995,422348.845306,59.98304
2010-10-30 05:25:55.000,100700.712756,176023.653924,133.192753,227.765320,53504688.930393,508944.988773,59.98309
2010-10-30 05:25:55.033,101328.970440,175717.001971,134.325157,227.056450,53508708.562756,595817.471838,59.98330
2010-10-30 05:25:55.067,101897.399504,175375.724982,134.962166,227.022932,53566604.972234,536041.270271,59.98335
2010-10-30 05:25:55.100,102506.890137,175003.257143,135.492467,226.218451,53477877.193250,522673.059719,59.98319
2010-10-30 05:25:55.133,103084.320776,174661.891498,136.285018,226.157260,53549903.400501,490531.451238,59.98358
2010-10-30 05:25:55.167,103663.987575,174378.741056,137.342227,225.535295,53566003.761074,569676.652988,59.98407
2010-10-30 05:25:55.200,104246.089316,173998.738110,137.746733,224.451041,53413756.206850,569614.521229,59.98410
2010-10-30 05:25:55.233,104818.546640,173611.266110,137.906111,224.529088,53435897.371811,407241.798851,59.98388
2010-10-30 05:25:55.267,105414.445976,173299.369715,139.273623,223.924621,53487447.389585,531141.190696,59.98411
2010-10-30 05:25:55.300,105967.888515,172914.596861,139.702203,223.571649,53462749.045894,465134.589733,59.98410
2010-10-30 05:25:55.333,106514.142368,172580.995164,140.362165,223.107341,53454642.525551,459755.124815,59.98410
2010-10-30 05:25:55.367,107094.566258,172235.076223,141.061138,222.417909,53415046.895010,475926.308734,59.98419
2010-10-30 05:25:55.400,107642.162392,171924.287705,141.956658,221.772861,53408662.763819,533686.974154,59.98454
2010-10-30 05:25:55.433,108175.326423,171621.827387,142.887689,221.634265,53494200.060160,547287.331589,59.98484
2010-10-30 05:25:55.467,108712.909925,171262.970625,143.493109,221.416420,53519987.222117,504232.753245,59.98498
2010-10-30 05:25:55.500,109271.432310,170909.173765,144.151669,220.777234,53484514.008804,512197.939942,59.98486
2010-10-30 05:25:55.533,109805.734658,170612.767550,145.067466,219.898446,53446722.025748,604251.394686,59.98510
2010-10-30 05:25:55.567,110335.008179,170256.904774,145.523056,219.478799,53424068.513451,560110.107732,59.98503
2010-10-30 05:25:55.600,110852.228782,169822.328844,145.605681,218.934167,53320624.449317,457755.528894,59.98476
2010-10-30 05:25:55.633,111407.076900,169469.864050,146.644176,218.528663,53371221.856071,506128.993666,59.98480
2010-10-30 05:25:55.667,111926.095133,169088.674507,147.119478,218.429150,53400404.245919,428315.701858,59.98494
2010-10-30 05:25:55.700,112504.717178,168791.972477,147.906136,217.361257,53328973.396066,511201.746466,59.98476
2010-10-30 05:25:55.733,112998.771520,168377.690301,148.626541,217.578367,53429959.535038,439305.525167,59.98467
2010-10-30 05:25:55.767,113589.755660,168045.478765,149.473187,216.542947,53367686.032682,521232.794941,59.98461
2010-10-30 05:25:55.800,114115.477958,167693.998234,149.829303,216.175525,53349180.649735,456501.471304,59.98474
2010-10-30 05:25:55.833,114663.855833,167267.624903,150.346440,215.926227,53356769.715286,389158.197565,59.98442
2010-10-30 05:25:55.867,115208.074369,166812.440532,150.917668,215.400636,53318439.614159,359052.005100,59.98406
2010-10-30 05:25:55.900,115795.687587,166463.794589,151.825628,214.910891,53355635.505485,387715.752655,59.98391
2010-10-30 05:25:55.933,116352.390607,166226.903311,153.822623,214.129522,53491717.319764,654976.424679,59.98425
2010-10-30 05:25:55.967,116847.057703,165817.414700,153.373184,213.342980,53297186.772273,503445.377765,59.98416
2010-10-30 05:25:56.000,117412.682812,165369.681347,154.097181,212.962346,53310478.718076,478521.272163,59.98406
2010-10-30 05:25:56.033,117992.815706,164986.619391,155.353371,212.427796,53378325.627985,566273.772036,59.98415
2010-10-30 05:25:56.067,118560.069352,164650.322394,156.223615,211.872245,53406716.095402,602680.410193,59.98435
2010-10-30 05:25:56.100,119085.247386,164220.238972,157.015804,211.839627,53486619.994103,558198.457349,59.98395
2010-10-30 05:25:56.133,119628.867278,163792.210756,157.342201,211.438279,53454612.397344,477305.172590,59.98371
2010-10-30 05:25:56.167,120142.897063,163418.518086,158.230847,211.317015,53543425.758277,469612.194965,59.98433
2010-10-30 05:25:56.200,120709.375125,162975.647669,159.175342,210.673043,53548531.660382,511493.105173,59.98421
2010-10-30 05:25:56.233,121241.271026,162622.633203,160.058512,210.068722,53567626.127223,560137.844833,59.98426
2010-10-30 05:25:56.267,121767.659017,162131.199221,160.124443,210.010296,53547199.808707,388705.891472,59.98405
2010-10-30 05:25:56.300,122367.688613,161769.097040,161.313011,208.819780,53520087.538235,542666.321739,59.98400
2010-10-30 05:25:56.333,122906.215405,161426.816871,162.763313,208.564613,53672544.489848,640476.265640,59.98396
2010-10-30 05:25:56.367,123433.826064,160992.493054,162.871998,208.247730,53630235.180330,516354.974194,59.98421
2010-10-30 05:25:56.400,123945.581962,160602.495553,163.441931,207.619269,53602077.893800,515690.914078,59.98428
2010-10-30 05:25:56.433,124481.141808,160191.039461,163.921928,207.065036,53575152.066845,483131.992983,59.98434
2010-10-30 05:25:56.467,124990.641271,159714.585909,164.543953,206.713876,53581675.251295,442769.463526,59.98424
2010-10-30 05:25:56.500,125559.089362,159370.584278,165.664937,206.322891,53682538.326398,496403.394227,59.98409
2010-10-30 05:25:56.533,126047.799533,159008.968888,166.638382,205.168005,53627954.293315,636021.839777,59.98443
2010-10-30 05:25:56.567,126565.719827,158475.726959,166.459691,205.095784,53570794.068057,421725.130476,59.98403
2010-10-30 05:25:56.600,127050.965864,158032.183647,167.190572,204.699427,53590821.126762,414231.273042,59.98418
2010-10-30 05:25:56.633,127604.889272,157673.253896,168.293648,204.035833,53646086.042439,499437.292481,59.98448
2010-10-30 05:25:56.667,128116.921950,157297.341065,168.871844,203.132484,53587540.416355,538383.421914,59.98467
2010-10-30 05:25:56.700,128624.770887,156811.983504,168.981495,202.889164,53550658.369109,401751.176695,59.98420
2010-10-30 05:25:56.733,129159.242171,156468.023129,170.371848,202.435775,53679824.359150,511294.895857,59.98458
2010-10-30 05:25:56.767,129654.451549,156065.983379,170.867512,201.418402,53588294.606702,551813.830712,59.98468
2010-10-30 05:25:56.800,130162.530361,155571.694359,171.408921,200.980992,53577972.296144,506181.846215,59.98439
2010-10-30 05:25:56.833,130679.514731,155218.085806,172.027204,200.654137,53625582.543524,480348.142511,59.98444
2010-10-30 05:25:56.867,131156.263233,154736.151869,172.052184,199.724459,53470315.841430,427579.173901,59.98460
2010-10-30 05:25:56.900,131689.385560,154339.217795,173.217854,199.665455,53627162.944198,440487.011956,59.98443
2010-10-30 05:25:56.933,132161.235135,153995.855070,174.389349,199.110843,53709756.289773,540501.932148,59.98463
2010-10-30 05:25:56.967,132653.700856,153539.335224,174.754230,198.075249,53594137.406689,556233.398306,59.98484
2010-10-30 05:25:57.000,133160.044838,153086.489703,175.257250,197.303406,53541749.138548,556586.877577,59.98440
2010-10-30 05:25:57.033,133642.519870,152714.381461,175.966709,196.780680,53567874.233862,574381.107945,59.98486
2010-10-30 05:25:57.067,134108.779232,152293.498837,176.535449,196.554988,53609000.426991,525451.798992,59.98510
2010-10-30 05:25:57.100,134587.421072,151821.095044,177.333577,195.797438,53593050.164259,571105.579648,59.98460
2010-10-30 05:25:57.133,135074.288385,151362.094866,177.662334,195.234391,53548699.643366,520196.653629,59.98456
2010-10-30 05:25:57.167,135532.106831,150845.569975,177.852380,194.882747,53501906.789944,415374.335295,59.98456
2010-10-30 05:25:57.200,136051.914870,150439.204505,178.862245,194.435275,53585239.010577,454602.454391,59.98432
2010-10-30 05:25:57.233,136536.387350,150076.575766,179.802585,193.449184,53581786.628228,571303.548467,59.98438
2010-10-30 05:25:57.267,137024.085704,149599.017158,180.523116,192.763135,53573190.542376,592888.415491,59.98433
2010-10-30 05:25:57.300,137482.269105,149122.836742,180.678951,192.584855,53558952.137300,466354.861092,59.98440
2010-10-30 05:25:57.333,138005.205825,148641.611500,181.196630,192.136220,53565515.641000,417560.438874,59.98437
2010-10-30 05:25:57.367,138479.442056,148205.508838,181.800807,191.074927,53494031.150180,483931.763723,59.98448
2010-10-30 05:25:57.400,138959.055047,147729.966471,182.496440,190.377947,53484060.494815,505453.312114,59.98423
2010-10-30 05:25:57.433,139458.026810,147254.756427,182.687649,189.429860,53371706.924676,484110.754227,59.98420
2010-10-30 05:25:57.467,139912.189169,146796.785595,183.377196,188.990586,53399915.447147,477096.397984,59.98426
2010-10-30 05:25:57.500,140411.192101,146327.184137,184.325957,188.462957,53458681.128132,509589.768283,59.98426
2010-10-30 05:25:57.533,140885.152385,145937.631936,184.954001,187.523874,53424062.740458,572419.450531,59.98433
2010-10-30 05:25:57.567,141288.818399,145364.929228,184.848758,187.132321,53319539.256790,430822.040914,59.98434
2010-10-30 05:25:57.600,141795.371187,144886.529782,185.698424,186.501214,53352690.622578,460191.313611,59.98433
2010-10-30 05:25:57.633,142242.450705,144436.827336,186.382122,186.255494,53413602.344469,427004.461032,59.98441
2010-10-30 05:25:57.667,142729.784325,144014.833749,187.366855,185.664575,53481283.667927,483741.764030,59.98474
2010-10-30 05:25:57.700,143183.252957,143507.492689,187.476234,184.853768,53371357.861128,436280.515296,59.98439
2010-10-30 05:25:57.733,143682.043761,143093.983646,188.101250,184.287330,53397180.208463,437377.016365,59.98453
2010-10-30 05:25:57.767,144117.999614,142591.208737,188.806988,183.438671,53367227.248430,485402.181360,59.98467
2010-10-30 05:25:57.800,144591.911802,142157.556372,189.181618,182.969876,53364682.302275,437632.438687,59.98450
2010-10-30 05:25:57.833,145028.542675,141705.784098,189.888820,182.317847,53374792.371020,467052.466335,59.98455
2010-10-30 05:25:57.867,145478.949234,141214.345776,190.147823,182.233180,53396444.760589,340508.910828,59.98464
2010-10-30 05:25:57.900,145918.227439,140760.820797,190.900911,181.106473,53348618.280238,444633.483830,59.98475
2010-10-30 05:25:57.933,146379.113320,140309.369975,191.697989,180.209721,53345693.943027,518084.891176,59.98486
2010-10-30 05:25:57.967,146807.341229,139857.913497,191.785336,179.568392,53269555.837607,460738.764099,59.98495
2010-10-30 05:25:58.000,147169.835999,139325.038893,191.841803,179.048177,53179220.984448,377875.805315,59.98494
2010-10-30 05:25:58.033,147693.851228,138909.877729,193.038366,178.672209,53329914.425440,426149.266134,59.98495
2010-10-30 05:25:58.067,148143.278708,138477.048634,193.643698,177.563223,53275443.410159,510409.642663,59.98502
2010-10-30 05:25:58.100,148559.877769,138044.124588,194.158029,177.236898,53310605.500515,472083.214860,59.98523
2010-10-30 05:25:58.133,148904.345349,137497.872502,194.021510,176.956268,53221756.319497,327987.645751,59.98513
2010-10-30 05:25:58.167,149361.517459,137072.413500,195.395396,176.339939,53355893.893423,444917.634528,59.98524
2010-10-30 05:25:58.200,149811.499205,136687.462449,195.784308,175.643097,53338949.938783,447904.522767,59.98545
2010-10-30 05:25:58.233,150188.152186,136165.583769,196.183571,175.457099,53355666.361660,361873.011805,59.98542
2010-10-30 05:25:58.267,150630.850323,135676.143173,197.014894,174.343904,53330829.548269,468650.526069,59.98515
2010-10-30 05:25:58.300,151043.397911,135260.192846,197.088118,173.888460,53289045.771362,393472.969488,59.98539
2010-10-30 05:25:58.333,151445.001985,134803.614283,198.188293,173.555488,53410533.420078,432386.977102,59.98551
2010-10-30 05:25:58.367,151885.894593,134367.033464,198.688733,172.673650,53379662.165095,470523.818743,59.98538
2010-10-30 05:25:58.400,152260.657502,133883.615051,198.670747,172.117307,53293425.925070,392063.507216,59.98557
2010-10-30 05:25:58.433,152685.865036,133428.276835,199.434835,171.734300,53365092.031817,388846.318050,59.98560
2010-10-30 05:25:58.467,153111.133802,133017.224946,200.422525,170.766286,53401777.513953,513428.314670,59.98560
2010-10-30 05:25:58.500,153485.671326,132559.483714,200.736444,170.457576,53405936.088378,446723.860209,59.98567
2010-10-30 05:25:58.533,153909.948163,132174.716877,201.671046,169.649370,53462537.601178,545087.678747,59.98592
2010-10-30 05:25:58.567,154281.341306,131651.682358,201.254867,169.025817,53302404.094048,418012.066242,59.98587
2010-10-30 05:25:58.600,154692.027590,131231.181696,202.026082,167.942508,53291118.020893,532754.257884,59.98609
2010-10-30 05:25:58.633,155077.568506,130772.720711,202.789782,167.511764,53354115.377969,542054.444944,59.98606
2010-10-30 05:25:58.667,155423.117373,130218.173170,202.270488,167.205963,53210764.875149,351621.377635,59.98585
2010-10-30 05:25:58.700,155848.217555,129793.655784,202.949351,166.211398,53202479.607871,437788.042561,59.98566
2010-10-30 05:25:58.733,156197.746175,129270.415587,203.363031,165.877814,53207941.130561,379082.879010,59.98568
2010-10-30 05:25:58.767,156634.383988,128798.479314,204.430877,164.801164,53247043.903381,516857.284774,59.98527
2010-10-30 05:25:58.800,157023.369030,128344.666203,204.626704,163.877805,53164016.611579,530100.928414,59.98531
2010-10-30 05:25:58.833,157444.904612,127874.317605,205.220370,162.849483,53135168.051007,602593.346068,59.98532
